Country Name;2000 [YR2000];2001 [YR2001];2002 [YR2002];2003 [YR2003];2004 [YR2004];2005 [YR2005];2006 [YR2006];2007 [YR2007];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017];2018 [YR2018];2019 [YR2019];2020 [YR2020]
Hong Kong SAR, China;28253.1936518297;28821.6593999473;29631.0658133959;31165.2222565695;34518.3796002245;38056.7033208245;41697.080015095;45195.0405697743;46773.9048738679;45872.586370668;49185.2278668442;52277.4664432843;52234.5923178244;53691.8374784984;54781.6471649487;56408.936273748;57221.4137637583;59849.2481763342;62529.0574941399;62106.1008812827;59212.0506045374
Hungary;11858.3344508621;13213.6356338754;14526.3882629125;15465.3653776334;16258.5222794616;17112.2021738707;18364.8132035321;19076.6705990969;20727.8899694383;20745.0436597576;21768.4446591546;23038.8080197669;23275.2318574574;24556.7153473909;25699.7504973846;26806.5952452257;27947.6376911698;29501.1204204706;31862.8825083362;33961.565613288;33253.8800301179
Iceland;29792.0463772877;31889.815861583;32607.1058796568;32665.5424036012;35586.6877529688;37322.7399272793;39647.2273981964;41413.10223617;43728.1140564123;41895.0057150338;39805.671156625;40936.867830513;42004.4476110597;44409.6689530904;45996.9687476901;49201.0640964553;53480.3971946764;55638.4920591796;58317.4393384787;60132.7119255444;55224.6848020653
India;2095.64700617136;2206.44816483846;2287.63002432831;2472.10373642451;2695.89367354208;2953.10925891283;3237.29479935858;3525.31445360065;3650.94294321966;3912.41821142619;4236.74434794867;4493.6694656757;4861.15615236202;5057.23341374821;5233.88234251319;5464.85917800941;5839.86481675337;6182.92210857444;6675.36129410783;6997.86398824082;6501.52607124267
Indonesia;4743.94471656535;4956.36110518706;5190.36506184994;5465.26410319843;5816.18175310762;6254.61438201153;6708.57559394908;7229.53828174622;7710.66630411965;8021.7480651122;8505.74814801885;9095.74172295514;9713.90048730631;10067.465744305;10278.1773057998;10247.2063381531;10494.4738000481;10935.6317158256;11644.7585390353;12311.5032732923;12068.2397528076
Iran, Islamic Rep.;10300.5318563984;10484.4093180667;11284.4301742386;12341.6113436569;13070.5594888626;13745.9204152237;14702.9592970904;16150.3345044379;16326.3227349257;16433.260155174;17388.8956144627;18008.8017990523;15950.1005222497;15273.8423174397;15235.7016903585;13588.4688130805;14011.5497101713;14535.8735778483;13795.3174673184;12913.1628381469;13333.0465853707
Iraq;11058.4674567677;11162.5268014724;10107.2853122182;6339.83580001657;9731.94000223657;9972.2761727672;10646.219957566;10953.5285487172;11883.3682503173;12127.6264613821;12717.0171365756;13515.5459272349;15163.3501421971;15535.345982143;13888.076375953;9763.90409031016;9428.60662077185;10526.3709148753;10809.4724101413;11398.043737084;9503.18514874292
Ireland;30218.7826324208;32581.3613276543;35222.028724352;36245.7174606118;38701.2532742836;40466.2343515711;44173.2184534255;46716.7120069338;44169.0943411644;41501.6092754097;43236.1514623189;45080.1886960425;46361.463694173;47830.6308878373;51098.2666828245;69028.7727189836;71498.6010072841;77749.2019569363;84665.6062347313;89550.7266569961;95237.2412988405
Isle of Man;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Israel;24951.3553109619;24929.4790606475;25230.0115735794;23833.563935241;25225.5538135731;24853.777869328;25704.5341594762;27513.6083699099;27510.0398505497;27551.1452571337;28906.2754347396;30636.3523794417;31846.3558349163;34324.3781471447;34366.1810180223;35469.9501969785;37843.1946259033;39121.2958325461;40690.011827923;42296.475025204;42390.8775539448
Italy;27084.1918203274;28045.8607832132;28736.5771073504;29166.8324471885;29530.2153083267;30130.6444569128;32410.1780280678;34099.7862968923;35523.2713104342;34628.3972092211;35185.29289013;36598.0149693024;36486.2967870302;36314.6971007775;36194.873918843;36899.3852092463;39926.9546628592;41581.120790548;43119.3531893367;44950.9340259656;41890.2087937373
Jamaica;6355.8472555378;6533.37375669328;6723.67797400257;7056.14797251069;7300.05846676836;7553.20140626909;7965.47713872543;8255.17353330254;8306.50486208059;7966.13079910865;7900.19947850272;8159.87616499912;8187.19367364946;8442.98366743102;8545.10283669967;8792.05695694686;9194.15673929581;9600.10474580389;9968.59449282081;10190.4746507783;9238.13416484805
Japan;27282.6024371102;27926.8588614437;28623.5884479367;29405.5192728507;30839.4388802197;32169.867493646;33610.8735035373;34994.2549671834;35273.791152156;33567.3881849322;35348.9726813848;36214.4397740241;37605.9742614539;39402.0250988025;39555.4120089198;40898.80697396;40623.0186579214;41505.0824777862;42386.3998113243;42896.3310930192;41732.8686151145
Jordan;5937.2120557616;6271.09480683764;6611.77107475455;6864.40892478109;7452.61881488401;8043.57046247319;8619.9057615028;9171.45117681501;9565.49434635629;9628.06041278083;9460.29137317501;9402.61620431877;9189.18921425581;9322.30245386442;9181.04637245796;9464.68224216374;9445.91686299562;10003.5749827297;10253.8174501169;10497.2979196497;10351.1525050763
Kazakhstan;7733.78944277979;8985.65550061219;10021.8969616521;11119.8870659711;12428.8368274929;13934.7211410695;15725.3455018466;17384.9245216253;17968.236337141;17962.8301156342;19225.0769114856;20779.4442514491;22032.1745436853;24504.7660856694;24726.4728671586;23224.1178353573;23818.8248260141;24862.9661245889;26157.6596496269;27466.2206186576;26744.4140255361
Kenya;1829.90549594178;1888.50060259228;1877.24776077419;1915.56864799582;2012.05347434018;2137.90313421487;2281.36970575576;2434.79231785387;2420.01464325445;2450.74977904484;2607.14450931565;2723.54644927835;2830.69437284951;3097.63062683564;3357.64164087167;3683.04191069911;3930.893857889;4203.58501078548;4443.17910861396;4641.08037691904;4576.20046945064
Kiribati;1582.92316853208;1567.13680452357;1624.51399501952;1658.77443549094;1644.97729239503;1745.09307498391;1758.50162056993;1800.68523620503;1756.75297072952;1746.02732699352;1716.01467883602;1749.11800448005;1838.1892842938;1921.67690185163;1916.91658718487;2106.86679964265;2206.48775955052;2235.70735994823;2341.19232850631;2439.36493007912;2382.5472879492
Korea, Dem. People's Rep.;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Korea, Rep.;18539.3769836658;19713.5272991316;21396.8377455369;22084.6263884302;23763.54553027;25186.8675668092;26875.0704832885;29050.3756482503;29946.0774891302;29529.8844171355;31748.2817947701;32546.7536531234;33557.1287196434;34244.3121393117;35324.4976704773;37902.4004037578;39575.4542830031;40957.4180587145;42487.0419465669;42849.4790800414;43319.2382988573
Kosovo;..;..;..;..;..;..;..;..;6539.17954476937;6865.4178980303;7230.20512967354;7780.59446355734;8039.20797587196;8383.39731100106;8649.44949912369;9357.1351357728;10007.6892341976;10436.1688459323;11013.3970807579;11797.1193174485;11383.4047327921
Kuwait;56179.2950242883;55943.358109176;57617.5352981834;68071.0486418975;75700.701887299;83689.2693299015;88660.5211134062;91473.2067021071;90096.4356867852;79424.3808368516;73965.9706064094;78178.220365833;82680.4059382088;78058.3800591345;70082.4628390641;47230.6601329032;44685.4974338707;50855.5529145289;51690.5689570475;51962.0477631393;47289.3716788981
Kyrgyz Republic;1863.73918996644;1987.03171156194;1999.67267333691;2157.26538583233;2342.49274373412;2384.17802618996;2505.46516840785;2766.05448201973;3027.86302353124;3101.33692808776;3085.65193549234;3297.36683733653;3618.14972576533;4042.89305300409;4281.82407398556;4214.82950886186;4681.17473284248;5046.69153549095;5256.39792245424;5480.7426980282;4962.8845054001
Lao PDR;1831.9688178722;1948.39496562125;2064.43069287024;2196.99165097596;2363.31882940603;2569.53695938615;2829.04196752427;3073.74230404589;3321.90977582414;3538.64849919854;3822.62530696679;4150.82613441104;4841.6453151231;5289.47800666765;5873.74929676345;6168.48130240193;6843.55958300796;7257.81210698745;7775.13187646145;8220.1788729593;8236.09839129708
Latvia;8043.00569944046;9048.46350942732;10081.1918636281;11049.5492635317;12268.4158420962;13913.7883003324;15838.0960307176;18214.4611078392;19573.1553855671;17036.2755821982;17720.4302800163;19248.419400173;21290.4595879;22639.0683375842;23815.8000623115;24972.7860869932;26721.7261996962;28673.5633962664;30811.0717912799;32240.8070186573;32212.3931615542
Lebanon;8952.11692721899;9146.92721256844;9170.33142067268;9189.06503845454;9667.99948282453;9955.02055625405;10281.7257712846;11522.563002592;12819.0111640016;14095.5675986609;14961.734925357;14669.4158186121;14819.5910065295;14976.7807369919;15029.2750434859;15105.9569116377;15535.5046481724;16043.0606967963;16054.3624558892;15179.5802077558;12114.0605619779
Lesotho;1256.21619985023;1327.57742729526;1362.29025889422;1459.11030722048;1533.17180210684;1643.78795997605;1770.65411624528;1897.23119034139;2040.72878279478;2027.40340076815;2153.15499407616;2290.12869540648;2308.92903476102;2563.06835117203;2804.17866694461;3077.39783427095;2990.28370292122;2668.29142526247;2677.43631433685;2693.19837267117;2443.16812544831
Liberia;993.403659135788;1007.52974970358;1037.12222982553;725.385427162219;750.144320446725;793.494672404154;853.792032369622;923.515010034857;967.94573927535;987.008157068945;1022.05648409605;1093.5403199434;1204.51655551205;1387.42164069362;1417.82928617835;1312.46276613004;1429.79208229377;1564.19768164013;1581.03948488783;1531.92018587052;1467.81178111604
Libya;18043.5693183783;17830.2270421967;17653.6789022732;19998.5860744017;21116.5771082048;23987.5462296911;25925.3661924822;27896.3033844386;28792.910311347;28430.0841718262;29895.200306028;11482.1006621486;24285.2962607423;19869.1392687734;14303.0129938786;12220.0234015984;11108.7236834015;13238.0005389502;15378.5727636163;15815.8769077968;10842.2525264954
Liechtenstein;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Lithuania;8449.56543083844;9440.15402011979;10480.7210077901;12055.2307165504;13019.5747299918;14510.5300945386;16461.7907353228;19071.440238685;20721.0131961211;18130.0557062015;20112.0978087158;22884.8249519631;24703.6858202502;26721.5796712844;28184.4723303858;28834.4276801135;30925.1708493589;33761.871239796;36365.3604906639;38805.7494336426;39191.9487135082
Luxembourg;55141.2546903647;56149.4687507859;58575.6792717544;60134.5212013153;64638.9808698579;68787.8547494266;78773.0192805277;85006.6446125022;90970.7211980147;86939.7825552494;90430.7561785984;94475.0302265023;96636.426643956;100925.011992241;105296.284588232;107859.685999308;113365.176082265;114985.842235989;117245.278888845;119415.469772879;118503.551004677
Macao SAR, China;34957.4458328627;35903.6145530702;38757.9138758894;42986.6761913187;54543.3987851778;59366.3996868845;67816.2011331858;78028.4673214714;80531.3992061625;80435.5939149709;99581.1358896986;120804.824153496;134012.014837169;153563.910960352;152856.3410853;116298.72955162;114893.015331393;126144.104058125;135551.807872645;132654.896700257;60872.8389642239
Madagascar;1295.84769028038;1360.81804647752;1174.40836053475;1274.20005727529;1336.76551621615;1401.93022091848;1478.50289452799;1559.22791109797;1648.50371739881;1550.57801091411;1534.89112152889;1548.32741597957;1530.9340896198;1535.48843476948;1555.82248042838;1546.83722027581;1606.66740538551;1584.4245185911;1630.18935661644;1687.06922724222;1543.58530445189
Malawi;965.872951048682;914.713240954178;922.255371141584;969.271613218135;1023.58983881031;1061.99455726456;1114.85175571915;1220.0820087804;1301.18411473162;1380.05580229209;1449.88396694258;1508.19213217463;1467.13818103389;1572.83347157144;1530.93075354758;1445.73511225774;1454.3589410317;1472.14686847702;1532.66847458818;1602.14678205936;1591.01270842341
Malaysia;12913.1749194477;12976.6757909642;13606.0510296712;14369.8270420309;15450.0485640401;16454.2153771604;17549.6029455376;18784.4843116974;19695.079208937;19193.1918612103;20508.7575347559;21704.7442727685;22985.8016562374;23477.9911663813;24607.6687337619;24801.8884320151;25546.1295181653;26661.5074160333;28239.5000837184;29623.4051587405;27913.2892702213
Maldives;8460.55196629499;8104.62618559633;8594.78380590605;9678.61476132894;10248.2502404748;8940.54434892845;11336.5738366033;12251.6573568451;13345.1670673242;12123.856562913;12712.3432126961;13542.9986741713;13690.7351991166;14774.1856353898;15993.0586879357;16768.7341787765;17411.3472516639;18057.9109233313;19245.0813901631;20335.5893322004;13438.4764126119
Mali;1134.54084522887;1299.11323091031;1320.21236468532;1422.56168591077;1437.30313074196;1528.69378242072;1594.96501250136;1639.39368098739;1693.71971543993;1731.26843862105;1787.16167369972;1826.64755699191;1763.84025100346;1812.96622016798;1915.30447153208;2032.65587188008;2189.00662171156;2246.79742084484;2338.53367649202;2419.88684123378;2347.11381483867
Malta;18363.4884177059;18518.5462389906;19599.8460391727;20907.9631588098;21527.4713485994;22306.6808571257;23289.8142057344;25028.7605053717;26523.4709226976;26669.1569670996;28744.7001159168;28973.1956258916;30243.9876570776;32295.8785989372;34344.1114460945;37455.0705857175;39886.9498046529;42644.0508459903;44482.2396843652;46766.7666801313;42640.1161038759
Marshall Islands;2418.29234548246;2606.2933415512;2696.38204630264;2646.63562292303;2692.77029384939;2801.82673284151;2850.283957167;3006.25121118336;2869.19595343828;2978.41654792611;3208.01210799298;3245.58466417689;3221.19465655288;3396.18764714644;3411.16024031588;3483.3315181909;3548.86888038671;3711.89600373591;3912.6987058732;4219.79343990091;4146.39346757044
Mauritania;3041.0702253779;3000.57466613872;3005.95073314967;3183.3181662141;3328.10640061893;3621.09155635431;4290.19748727981;4196.50015895176;4142.72234424078;4058.74088785121;4092.07881397772;4225.57126156528;4262.06369701868;4481.25184237154;4295.05148877935;4200.15256326701;4700.10626238273;5108.54913220438;5318.08595433072;5569.9952623887;5388.07890308837
Mauritius;9027.4255262538;9459.23214573263;9696.47890758904;10386.3468050591;11058.2433058734;11536.8766924448;12406.3264296181;13407.9774212466;14353.1130641042;14902.3542077619;15698.522154027;16653.2438040789;16963.5112414049;17866.3068173778;18488.0467911726;19229.8354887212;20701.2189720364;21415.1161096211;22741.3513182703;23836.9168863905;20522.8599427061
Mexico;11089.8134294426;11129.8690687861;11187.4769618308;11482.4495877714;12085.7615641208;12657.6376721808;13808.1773679803;14290.0671063978;14924.8216140502;14558.2449421911;15260.6208214691;16520.2592224915;17162.9273706838;17373.8974567258;18056.7898061476;18301.5004690469;19323.6658689896;19721.2609759241;20258.8104526538;20456.9643661642;18793.7445387154
Micronesia, Fed. Sts.;2489.33489950001;2604.77823686281;2664.00776437792;2759.36270856274;2753.53042112328;2910.62480240181;3017.9144443054;3069.22730771649;3079.90160152824;3154.9146810029;3265.53400159196;3422.35584577393;3388.22435736779;3276.42426147408;3213.90713510002;3349.52480552651;3373.95715550678;3490.13048688552;3544.00482035087;3612.09767201253;3551.99281591624
Moldova;3083.73543020041;3351.09425092293;3678.12846682428;4004.96099950252;4428.07283180443;4920.41306115406;5327.428299442;5647.72573249059;6218.49981632334;5897.39182807244;6396.08927156131;6913.60229203322;7363.1623193664;8381.67183313924;8827.05410758548;9254.84860512976;10610.4778427993;11651.3174546862;12659.983658527;13577.4065771993;12995.560410478
Monaco;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Mongolia;3729.25149996333;3887.61721134092;4095.95647262826;4418.13842487967;4963.61772704887;5424.23011840358;5989.65998472923;6689.46229209468;7319.09689240988;7167.24678918012;7581.54667133989;8912.87339142443;10227.5302746287;10549.892056039;11056.2985279189;10648.2739820507;10737.4861306932;11366.3039371032;12317.4409245084;13014.1129028497;12362.3418342295
Montenegro;6004.40294521435;6773.19696044731;7100.2982332195;7333.33278757031;7835.75936727885;8313.65870253969;10444.7574795869;12444.2247131872;13816.5250006873;13031.708914681;13646.4721838325;14472.4255140477;13863.9654218727;14870.1718007248;15371.18462938;16332.7898998369;18199.3302901165;19682.2833488194;21547.2825351876;23343.9281654739;20542.7145972391
Morocco;3579.34995276316;3878.29043834641;4014.23916540692;4281.40038891461;4553.55713467899;4793.26702800313;5250.52167643913;5516.87427112371;5886.67211198563;6107.38027064461;6332.12566680149;6712.32317824853;6702.41832426533;6916.01303173881;6609.60910787755;7024.96308902663;7113.00459986287;7312.05677903856;7625.73575260725;7856.24505739729;7296.15806462019
Mozambique;478.310707291172;532.549896830386;574.149654439252;606.707277750018;652.795962157088;697.431101166552;766.276874849406;824.482004497989;877.598449107282;914.777067512634;958.937458879074;1023.06508419963;1035.52243745772;1084.98419022789;1139.05178224398;1291.26803368146;1363.67495320137;1283.65986980986;1320.70226453913;1335.98641094402;1296.92139528382
Myanmar;825.901132734739;939.087183795273;1054.92519029143;1202.79183488075;1392.31676831473;1617.62678007195;1874.90036379853;2151.94647490494;2421.71296672306;2676.9975605299;2960.24121524446;3224.50101969619;3547.13065293373;3782.57259536657;4009.96256191736;4105.44337698664;4031.17973614038;4224.54503061412;4575.13099039776;4940.15249914319;5121.9175591259
Namibia;5202.65565659653;5293.6097178686;5550.08102115218;5806.29946778991;6593.76263973393;6861.14612871679;7442.05620517631;7911.39503668299;8129.63007145251;8067.18288617816;8499.51964031467;8958.93231325387;9341.10668346837;9735.53264349043;10467.228042144;10633.294417575;10427.1217565842;10171.4214953612;10329.6550239114;10227.5826241438;9294.62433111893
Nauru;..;..;..;..;4388.56866309097;4413.98469674832;4984.52380321924;3940.87749856642;4893.41995828773;5343.81598292718;5968.35221763453;6662.3894954113;7511.78951965066;9913.08075621947;12677.7294911724;13163.7578750804;13645.4106308139;12975.3923824717;13963.7673923866;14099.4853537362;14334.8323222754
Nepal;1354.49523634581;1426.45437388067;1428.54947569054;1491.05904679104;1581.55906917053;1666.24845791235;1752.4997982394;1838.68764767773;1967.69982881858;2055.85226983614;2169.51535889719;2288.24933744554;2505.39181045661;2702.22496263423;2947.31648725396;2996.22046186766;2989.67500637537;3565.19780740052;3864.32212409671;4119.92233935514;4007.01280257845
Netherlands;31884.6894157317;33194.5230715568;34447.2053180645;34114.4175404508;35780.1066293166;37625.5617084958;40958.9189451551;43885.8313505338;46420.2016795592;44589.7191507572;45078.3181447046;46599.02103045;47272.1030187972;49241.5178406305;49233.2153954401;50288.5913949377;52288.4150841353;55088.6338006744;57901.0970130477;59675.1803357065;59334.214839007
New Caledonia;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
New Zealand;21514.4775494886;22496.7539260252;23306.2795376277;23961.418766871;25080.0399478;25677.4190803252;27744.7358884648;29355.6648246194;29827.1425475385;30700.5585671542;31239.1913090553;32701.3785970948;32988.6097597613;36242.6212285958;37293.3567850718;37479.6829800129;39955.8030258734;42285.319902666;43930.881423072;45073.2030753169;44212.8764754188
Nicaragua;2783.22891252777;2885.20362106677;2911.09479290476;2998.08761692462;3198.34719897089;3392.56217832768;3590.83108463621;3821.59213644485;3974.72954977733;3820.50291722455;3981.08092009041;4263.15777678703;4427.94692395537;4610.29898129055;4941.6997020079;5293.87046224287;5694.05428740789;6004.01408757341;5867.24389067727;5682.21597760341;5567.64746228443
Niger;777.079347992688;821.41100107702;843.943189521231;846.471796189349;840.65698030462;896.352693822855;942.319883085811;961.246487390392;1016.56153590448;1005.3741075297;1062.68991377908;1068.24485293081;1158.66902042007;1127.34895266869;1142.51686453172;1145.30940196903;1153.33968949334;1163.22617020833;1229.22378179329;1276.15388335024;1287.77885139245
Nigeria;2306.11452279705;2434.24621930855;2780.79229751906;2964.36299241115;3241.72449622315;3467.10515604015;3690.84024899033;3934.84253684898;4170.73291406376;4420.974011199;4703.20483066808;4922.70234464027;4982.94539878236;5225.17293432225;5507.16949454144;5426.33278732294;5234.67912691071;5190.35612668836;5278.84839470055;5352.67942303108;5184.48023252249
North Macedonia;6154.48000170774;6052.49299501305;6395.20004132263;6588.68314179678;7166.03514611392;7848.92334046196;8678.6084086843;9339.57964030369;10521.8574738607;11018.0550162568;11369.7172576326;11689.9057671613;11915.7315702419;12727.3321149455;13434.8483247976;13888.2526530882;15137.969251394;15706.4617375019;16725.8147260127;17724.0208060817;17015.2294853029
Northern Mariana Islands;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Norway;36952.554147058;37780.6441661744;37980.3539761745;38553.9324488694;42514.6859892361;47797.5299472052;54088.0368382735;55862.6564232931;61716.5997128422;55404.9745521694;57963.8759448629;62076.7406576686;65354.7792483883;66961.2530988205;65892.6892787813;60368.9208717485;58939.9126133093;64050.7561654656;69710.484509237;68345.0694174133;63287.6070084672
Oman;35984.3468003187;37970.3273038199;37494.4071535321;36372.348451477;36915.8810245357;37992.5602083647;40134.2569789567;41809.5656766059;44545.5278887335;45554.9099728227;44328.767172099;43425.1685126417;44508.8981702804;42078.860887754;38624.6826757656;31122.7386627809;28908.5405354015;29077.3635995539;29125.4557360809;28540.7869982021;..
Pakistan;2625.26179450155;2709.02790116832;2753.54073972718;2898.03298255964;3127.69076876858;3357.36342582462;3579.96243151875;3766.85556187164;3818.07198504114;3868.7439423357;3890.29061860796;3993.55936698761;4018.73273731874;4103.62956351879;4238.63386740085;4373.01447488222;4410.0065649467;4571.20507840804;4853.26655740247;4896.39314506171;4811.09756251428
Palau;9956.87241840853;10670.8193560463;11083.5522044119;10827.2608446865;11629.9176925208;12515.5798567576;12999.0553625889;13892.3999706002;13665.4364049565;13156.0850110896;13587.7609130582;14970.4976508244;15612.2099658668;15375.9763831751;16625.2693888659;18008.0905009777;18127.4826069843;17770.5619972634;18074.1999492078;17957.7677385764;16315.9075193462
Panama;8367.7319910136;8435.28877096758;8594.07054624109;8951.64979075647;9701.82263306321;10527.4555523952;11570.9739310535;13066.8607191987;14373.6501462201;14405.1109633029;15153.5359627257;16923.9465178769;18679.5139433198;20809.8551420422;22897.4026269576;25319.2166879602;27828.5557137667;30446.8495664097;31784.3144872865;32769.870319642;26772.5115424762
Papua New Guinea;2081.45393773236;2079.35580323136;2066.01305723403;2106.82341943971;2176.64556336535;2335.16219732148;2477.99474593437;2678.30277277385;2656.8648318486;2791.71539390215;3039.78415744895;3069.759742115;3206.19582460322;3318.80093671364;3761.5234315663;3966.7707103884;4144.60363173213;4285.62875648139;4290.69828205284;4474.68580450025;4285.0381636089
Paraguay;6654.17281515978;6612.67734769259;6590.16727798235;6876.99709020228;7223.55654044822;7485.2992173735;7960.72539286794;8495.33699904283;9097.52048887733;9020.30802243108;10001.5304279296;10503.5958528238;10018.7236347841;11062.5587335491;11454.4288765968;11486.5231905557;12041.7235427806;12590.548443655;13135.6988678799;13149.0385702748;13064.3093290266
Peru;5043.26718093489;5120.06880606732;5423.64423020835;5697.43212566785;6084.89253463637;6610.89170564893;7262.25808387806;8026.61032508827;8857.86386069926;8951.01253484043;9730.42110393424;10476.7963282297;10767.6773277036;11295.9632644083;11510.2788763872;11572.3207931902;12013.3773897006;12506.5293750586;13088.2958384558;13397.2739160483;11874.0981417707
Philippines;3439.53875901901;3545.73414226395;3657.97035711492;3835.91675156979;4115.76881393865;4370.37388742261;4657.70879087958;5008.20140940702;5239.72693823081;5268.4949835375;5626.28116096019;5865.34355124333;6296.82761392706;6614.68352374649;6960.90071577639;7186.76928044539;7703.76227526107;8120.86879330973;8720.60737919396;9291.72691519935;8386.72432673578
Poland;10676.7629895648;11124.5279330296;11804.2662616751;12275.7956677811;13342.6145646127;13896.7933802513;15132.072248016;16782.4390073382;18303.3529197974;19254.0922750372;21088.6163287204;22827.6981360924;23745.6977950948;24567.5061660535;25475.5046935927;26862.0525150288;28322.1069770901;30064.5034841771;31978.5311498842;34233.3156704809;34406.2351009614
Portugal;18884.886242676;19533.3573053028;20356.647299736;20829.5995598828;21460.0207763732;22725.2774946084;24649.7193808917;25701.8945759454;26665.8372952939;26478.3689731109;27282.7508350764;26769.5118850004;26438.0163019973;27936.0396644563;28742.4403783509;29660.8960672526;31607.7542431733;33044.7167387479;34931.7846000824;36945.1414762559;34090.7312643378
Puerto Rico;22961.2908722605;24893.0167980861;25485.6265883854;25956.5348844852;28981.3984677503;29332.6521339588;29920.8257974594;30545.6741727125;30745.4158591417;30541.064185524;30925.4008276163;31824.1548383855;32582.6224082106;33172.6712604566;33682.850026137;34016.0223523129;34346.8673317443;34363.7546291317;35122.8884849611;36276.8423610096;35264.0976258571
Qatar;96823.1132878345;99035.2578440416;103476.338362077;102757.778658013;113857.654034282;109856.952919085;120838.17387899;122882.838501804;125010.697400631;122424.611957113;132047.986609638;139358.96529319;141634.703824582;138229.768973896;129068.578897594;92968.2320964638;83102.3504973395;91738.7527956234;93154.2348987235;93771.1253057061;89935.26785071
Romania;5850.62422082304;6521.47289329022;7162.30967298118;7552.19864478736;8982.84504179288;9602.14943359016;11541.2450618178;13683.4376204046;16782.0988607712;16644.0389303758;16989.3070418903;17896.2758641785;18869.619212847;19781.9795699864;20657.7070695521;21605.8366788676;24271.366104769;27141.9193326803;29248.8093232601;32323.8668404375;31945.7496566328
Russian Federation;6825.3915111818;7361.36367852645;8037.47453541558;9254.53720076475;10226.7661539289;11822.3469289417;14912.2339332667;16648.2416399717;20163.6094155718;19389.9411762443;20490.1267193879;22798.6744273279;24303.4734145818;26073.8745307451;25761.6480209933;24085.3241847947;24128.0864065399;25926.4438539743;28681.7844582961;29188.854156647;28213.4478382297
Rwanda;631.071338660396;674.347826760962;757.356050041669;776.423763010956;844.534663998542;935.300422713991;1028.87654054542;1108.9077304164;1223.56616194506;1275.34996299171;1349.45209368748;1450.57947764791;1488.66970702579;1543.27340017594;1706.6729870342;1804.54995234223;1882.37238004371;1975.24866113275;2138.89969873046;2321.71858979003;2213.00365434239
Samoa;3488.71930381132;3792.22761050294;3996.40174224987;4228.75368113679;4515.05536132226;4818.85583564074;5030.18640221508;5456.56903795867;5581.28204690195;5316.20513034998;5362.86085040211;5653.19145398811;5478.93266241485;5508.71554603175;5569.50512152322;5825.05863962063;6330.80628482239;6489.77678623675;6537.87520461954;6912.0364600159;6766.22844732397
San Marino;52473.6494447695;55887.3731588653;56226.2496546212;58684.5061682967;62176.3279174503;64812.4483017616;68467.4004074651;74368.2719999965;74527.862927686;66491.1545124906;62777.5326569631;57954.4296788917;54450.4840286607;53465.094018955;55432.0699369456;55614.6221714245;57455.563369947;58867.0133632425;61006.8482048258;63420.3271352174;..
Sao Tome and Principe;..;1841.81495419014;1880.47437999741;2001.19931301347;2087.5972070783;2250.63343635449;2464.32094404129;2540.24760106251;2722.65661386723;2734.0053919294;2876.87523455072;2997.20127372139;2954.73599678325;3319.0753299559;3817.19031592763;3837.49252820799;3889.52751797973;3952.94539403456;4089.15666556115;4174.72727243553;4272.25046917961
Saudi Arabia;39882.6289655277;39240.7606943058;37667.0237662961;41441.8611624282;44601.7786980441;47161.1288397301;48552.5274052976;49394.0191905268;52047.0669155565;49933.1936504237;51529.8278892236;56133.1441876452;57364.9851130461;55908.2499274917;55726.1023123695;48611.1314748371;45484.4384338923;47306.222319502;48735.4604982217;48948.1740036301;46742.2445618606
Senegal;1999.47133861611;2080.78915100038;2064.22952231147;2165.88941959296;2269.64126525561;2379.57033883869;2444.33033507418;2513.63954347394;2587.11748099237;2606.83823358733;2652.86079189005;2669.51708596393;2739.41900043656;2742.42073611368;2830.69730880355;2971.34681699748;3075.93735141524;3203.90636811769;3388.94631130208;3503.6175482752;3501.51560089069
Serbia;6021.71901512126;6484.76582942023;7224.58611286661;7637.92502835806;8480.52519670659;9181.71305911341;10195.5328440322;11222.618919448;12632.0424046054;12543.1734879565;12808.0571884776;13746.8968107418;13933.9204582499;14629.0318181831;14659.6064222468;14928.408525228;15858.0356413336;16611.0168589401;17736.0068023489;18944.2955053957;19366.7555443111
Seychelles;14271.4199816868;14240.7537802014;14200.5851911352;13767.6770632411;13786.2865427819;15424.3274000404;17027.8441744009;19209.1583372974;18738.6110373725;18599.6254746883;19387.8625271702;21922.7395312636;21565.0379982842;22369.3912169768;23889.7837988235;24067.1946265363;25681.3127077556;27309.7621128652;28190.4768738254;28778.7914423181;25758.0174371587
Sierra Leone;693.011988587558;639.625381264198;786.369901943518;835.957177085289;875.879113735505;908.469057737067;944.768967643814;1020.25019883979;1070.51347419707;1088.37429210938;1134.08820259398;1203.21063825736;1405.57337746676;1746.55573739037;1787.64683702698;1586.68975408666;1596.61879942553;1633.73073779599;1694.32647288051;1777.30389283304;1726.46186704551
